Site No.,State,District,Location,Pin code,Lat,Long,Address
1275,Gujarat,KHEDA,Kheda,382425,10.691796,77.345923,Taluka: KhedaKhedaKheda382425Gujarat
1276,Gujarat,JAMNAGAR,Jamnagar,361210,28.93606,77.727577,"Village – Dhrol, Taluka - Dhrol,JamnagarJamnagar361210Gujarat"
1277,Gujarat,AHMEDABAD,Ahmedabad,382240,20.219332,75.772174,"Village : Chiyada,Taluka : Bavla,AhmedabadAhmedabad382240Gujarat"
1278,Gujarat,DEVBHUMI DWARKA,Devbhumi Dwarka,361315,26.755277,84.092062,"Village - Nandana, Taluka - Kalyanpur,Devbhumi DwarkaDevbhumi Dwarka361315Gujarat"
1279,Gujarat,KACHCHH,Kachchh,370020,11.099695,79.366377,"Navavas Madhapar, Village : Madhapar,KachchhKachchh370020Gujarat"
1280,Gujarat,AMRELI,Bhavnagar,364230,27.502511,77.7223545388834,Taluka : PalitanaBhavnagarBhavnagar364230Gujarat
1281,Gujarat,VADODARA,Vadodara,390021,20.716084,75.411385,"Village Gotri,Taluka Vadodara,VadodaraVadodara390021Gujarat"
1282,Gujarat,NAVSARI,Navsari,396060,15.88023,77.263843,"Taluka - Chikhli,NavsariNavsari396060Gujarat"
1283,Gujarat,JAMNAGAR,Jamnagar,361120,20.853317,81.468124,"Village – Jamnagar, Taluka – Jamnagar,JamnagarJamnagar361120Gujarat"
1284,Gujarat,BANAS KANTHA,Banaskantha,385210,27.937844,78.143744,"Village. Bharkawada,Taluka. Vadgam,BanaskanthaBanaskantha385210Gujarat"
1285,Gujarat,BANAS KANTHA,Banaskantha,385010,27.245508,94.10538,"(Old Survey No. 149/1 Paiki 1),BanaskanthaBanaskantha385010Gujarat"
1286,Gujarat,BANAS KANTHA,Banaskantha,385555,18.743107,73.895505,BanaskanthaBanaskantha385555Gujarat
1287,Gujarat,VADODARA,Vadodara,391240,10.653207,76.994455,"Taluka-Dabhoi,VadodaraVadodara391240Gujarat"
1288,Gujarat,VADODARA,Vadodara,390024,28.97943,77.915307,"Taluka- Savali,VadodaraVadodara390024Gujarat"
1289,Gujarat,AHMEDABAD,Ahmedabad,382210,25.085035,78.448772,"Village - Kasindra,Taluka - Daskroi,AhmedabadAhmedabad382210Gujarat"
1290,Gujarat,SURAT,Surat,394540,20.969334,71.431098,"Taluka. Olpad,SuratSurat394540Gujarat"
1291,Gujarat,BANAS KANTHA,Banaskantha,385320,17.166249,75.969,"Village - Runi , Taluka - Bhabhar,BanaskanthaBanaskantha385320Gujarat"
1292,Gujarat,TAPI,Tapi,394631,27.133884,78.045843,"Taluka - Valod,TapiTapi394631Gujarat"
1293,Gujarat,AHMEDABAD,Ahmedabad,382225,24.962635,75.350345,"Village : Dholka,Taluka : Dholka,AhmedabadAhmedabad382225Gujarat"
1294,Gujarat,AHMEDABAD,Ahmedabad,382460,24.294206,78.5155437292032,"Village: Jaska,Taluka: Dhandhuka,AhmedabadAhmedabad382460Gujarat"
1295,Gujarat,BHARUCH,Bharuch,392130,15.8556,78.2646,"Industrial Phase Dahej-II,Village-Dahej,BharuchBharuch392130Gujarat"
1296,Gujarat,PATAN,Patan,385320,26.95714,84.01528,"Village. Lodra, Taluka. Santalpur,PatanPatan385320Gujarat"
1297,Gujarat,BANAS KANTHA,Banaskantha,385505,15.734553,79.289449,"(Paiki 2/Paiki 1/Paiki 2),BanaskanthaBanaskantha385505Gujarat"
1298,Gujarat,DEVBHUMI DWARKA,Devbhumi Dwarka,361320,14.267412,76.554516,"Village – Gadhaka, Taluka – Kalyanpur,Devbhumi DwarkaDevbhumi Dwarka361320Gujarat"
1299,Gujarat,KACHCHH,Kutch,370145,29.816312,76.433562,"Village – Juna Kataria Taluka – Bhachau,KutchKutch370145Gujarat"
1300,Gujarat,BHARUCH,Bharuch,392020,28.263888,79.7857878248129,Taluka. BharuchBharuchBharuch392020Gujarat
1301,Gujarat,SURENDRA NAGAR,Surendranagar,363320,24.632815,71.906575,"Village: Navalgadh,Taluka: Dhrangadhra,SurendranagarSurendranagar363320Gujarat"
1302,Gujarat,GANDHI NAGAR,Gandhinagar,382610,24.64238,76.958407,"Village.Pindharada-2,GandhinagarGandhinagar382610Gujarat"
1303,Gujarat,AHMEDABAD,Ahmedabad,382240,12.563646,77.78418,"Village : Bhamasara,Taluka : Bavla,AhmedabadAhmedabad382240Gujarat"
1304,Gujarat,KHEDA,Kheda,387360,16.7051271,81.5064655,"Village : Salun Vanto,KhedaKheda387360Gujarat"
1305,Gujarat,VADODARA,Vadodara,391240,12.843372,77.633224,"Taluka- Karjan,VadodaraVadodara391240Gujarat"
1306,Gujarat,BHARUCH,Bharuch,392230,9.970554,78.407442,"Taluka. Amod,BharuchBharuch392230Gujarat"
1307,Gujarat,AMRELI,Amreli,365541,16.633914,78.905232,"Taluka.Rajula,AmreliAmreli365541Gujarat"
1308,Gujarat,BANAS KANTHA,Banaskantha,385120,20.668775,74.14815,"Village - Kunvarsi, Taluka - Danta,BanaskanthaBanaskantha385120Gujarat"
1309,Gujarat,BANAS KANTHA,Banaskantha,385120,11.612944,79.181229,"Village. Aderan (N), Taluka. Danta ,BanaskanthaBanaskantha385120Gujarat"
1310,Gujarat,PATAN,Patan,384151,9.467045,76.494345,"Taluka- Siddhpur,PatanPatan384151Gujarat"
1311,Gujarat,SABAR KANTHA,Sabarkantha,383255,16.643111,81.4887266,"village : Khedbrahma,SabarkanthaSabarkantha383255Gujarat"
1312,Gujarat,JUNAGADH,Junagadh,362220,12.960353,78.868441,"Village. Pipli, Taluka. Keshod,JunagadhJunagadh362220Gujarat"
1313,Gujarat,BHAVNAGAR,Bhavnagar,364070,25.040025,77.583567,"Taluka: Ghogha,BhavnagarBhavnagar364070Gujarat"
1314,Gujarat,BHARUCH,Bharuch,392001,13.126215,80.265641,"Taluka. Jambusar,BharuchBharuch392001Gujarat"
1315,Gujarat,SURENDRA NAGAR,SURENDRANAGAR,363320,18.289974,79.49376,"Taluka - DHRANGADHRA,SURENDRANAGARSURENDRANAGAR363320Gujarat"
1316,Gujarat,SURAT,Surat,395010,22.225137,73.665559,"(Parvat - Magob),F.P.No.91 & O.P. No.66,SuratSurat395010Gujarat"
1317,Gujarat,MEHSANA,Mehsana,382865,26.480329,76.6911898374639,"Village : Dabhala, Taluka : Vijapur,MehsanaMehsana382865Gujarat"
1318,Gujarat,KHEDA,Kheda,387530,10.168867,76.234342,"Village : Traj, Taluka: Matar,KhedaKheda387530Gujarat"
1319,Gujarat,JUNAGADH,Junagadh,362250,27.538557,77.031951,"Taluka. Maliya Hatina,JunagadhJunagadh362250Gujarat"
1320,Gujarat,TAPI,Tapi,394370,12.728109,75.900491,"Village. Velda, Taluka.Nizar,TapiTapi394370Gujarat"
1321,Gujarat,RAJKOT,Rajkot,360024,20.867754,75.461923,"Taluka.Kotda Sangani,RajkotRajkot360024Gujarat"
1322,Gujarat,AHMEDABAD,Ahmedabad,382130,19.023332,78.066484,Taluka:MandalAhmedabadAhmedabad382130Gujarat
1323,Gujarat,BANAS KANTHA,Banaskantha,385120,25.267059,74.484231,"Taluka.Danta,BanaskanthaBanaskantha385120Gujarat"
1324,Gujarat,SURENDRA NAGAR,Surendranagar,382775,31.401821,74.947734,"Village : Lakhtar,Taluka : Lakhtar,SurendranagarSurendranagar382775Gujarat"
1325,Gujarat,KACHCHH,Kodinar,362720,25.603536,82.725237,"Village.Ronaj, Taluka.Kodinar,Gir SomnathKodinar362720Gujarat"
1326,Gujarat,AHMEDABAD,Ahmedabad,382213,24.7123,71.781341,AhmedabadAhmedabad382213Gujarat
1327,Gujarat,NARMADA,Narmada,394101,29.828695,75.902154,"Taluka. Tilakwada,NarmadaNarmada394101Gujarat"
1328,Gujarat,VADODARA,Vadodara,390024,28.670607,78.367711,"Taluka. Karjan,VadodaraVadodara390024Gujarat"
1329,Gujarat,MORBI,Morbi,363660,26.246505,76.505469,"Taluka. Maliya,MorbiMorbi363660Gujarat"
1330,Gujarat,BANAS KANTHA,Banaskantha,385135,25.771969,86.041054,"Taluka: Amirgadh,BanaskanthaBanaskantha385135Gujarat"
1331,Gujarat,AMRELI,Amreli,365541,27.890741,76.049736,"Talula. Jafrabad,AmreliAmreli365541Gujarat"
1332,Gujarat,AHMEDABAD,Ahmedabad,380060,28.367718,76.534508,"F.P. No.567, Village - Ognaj ,AhmedabadAhmedabad380060Gujarat"
1333,Gujarat,BANAS KANTHA,Banaskantha,385540,27.164253,78.9904133947483,"Village. Juna Deesa,Taluka. Deesa,BanaskanthaBanaskantha385540Gujarat"
1334,Gujarat,ANAND,Anand,388310,15.7184,78.0937,"Village - Lambhvel, Taluka - Anand,AnandAnand388310Gujarat"
1335,Gujarat,KACHCHH,Kutch,370650,28.708751,73.117619,"Taluka. Abdasa,KutchKutch370650Gujarat"
1336,Gujarat,CHHOTAUDEPUR,Chhota Udepur,391165,23.972323,80.448196,"Paiki 8, NH-56Chhota UdepurChhota Udepur391165Gujarat"
1337,Gujarat,RAJKOT,Rajkot,360410,31.283514,75.184624,"Village - Kalana, Taluka - Dhoraji,RajkotRajkot360410Gujarat"
1338,Gujarat,ARVALLI,Aravalli,383325,21.355606,74.291562,"Village. Jitpur (Ambaliyara),AravalliAravalli383325Gujarat"
1339,Gujarat,SURAT,Surat,395001,21.715213,70.139978,"Village. Taraj,Taluka- Palsana,SuratSurat395001Gujarat"
1340,Gujarat,SURAT,Surat,395009,26.04405,76.1697624983655,"T.P.S. No. 9, F.P. No. 121,SuratSurat395009Gujarat"
1341,Gujarat,GANDHI NAGAR,Gandhinagar,382355,22.56729,70.74561,"Village : Pirojpur, Taluka-Gandhinagar,GandhinagarGandhinagar382355Gujarat"
1342,Gujarat,SURENDRA NAGAR,Surendranagar,363430,22.226631,69.039391,"Village: Sayla,Taluka: Sayla,SurendranagarSurendranagar363430Gujarat"
1343,Gujarat,TAPI,Tapi,394370,27.743844,80.0978307662132,"Village.Vyaval, Taluka. Nizar,TapiTapi394370Gujarat"
1344,Gujarat,ANAND,Anand,388620,23.085186,72.131095,"Taluka. Tarapur,AnandAnand388620Gujarat"
1345,Gujarat,SURENDRA NAGAR,Surendranagar,363020,29.273592,75.474502,"Taluka: Wadhwan,SurendranagarSurendranagar363020Gujarat"
1346,Gujarat,ARVALLI,Aravalli,383317,28.467039,77.816663,"village. Isrol(Nani), Taluka. Modasa,AravalliAravalli383317Gujarat"
1347,Gujarat,CHHOTAUDEPUR,Chhota Udaipur,391160,24.017084,75.329257,"Village.Jetpur, Taluka.Jetpur Pavi,Chhota UdaipurChhota Udaipur391160Gujarat"
1348,Gujarat,DEVBHUMI DWARKA,Devbhumi Dwarka,360515,25.871492,75.827541,"Village. Verad, Taluka. Bhanvad,Devbhumi DwarkaDevbhumi Dwarka360515Gujarat"
1349,Gujarat,JAMNAGAR,Jamnagar,361008,17.285115,79.684243,"Plot No. 1, Village. Jamnagar (4),JamnagarJamnagar361008Gujarat"
1350,Gujarat,PATAN,Patan,385350,25.767597,71.424696,"Taluka. Santalpur ,PatanPatan385350Gujarat"
1351,Gujarat,BANAS KANTHA,Banaskantha,385535,13.342803,76.091146,"Near Bhildi Toll Plaza(Old Survey No 281 Paiki 1) ,BanaskanthaBanaskantha385535Gujarat"
1352,Gujarat,DAHOD,Dahod,389154,25.475965,82.0693669,"Taluka. Dahod,DahodDahod389154Gujarat"
1353,Gujarat,KHEDA,Kheda,387001,17.5171,79.7318,"Village: Nadiad, Taluka: Nadiad,KhedaKheda387001Gujarat"
1354,Gujarat,DEVBHUMI DWARKA,Devbhumi Dwarka,361320,28.694063,76.291938,"Paiki 4), Village. Paneli,Devbhumi DwarkaDevbhumi Dwarka361320Gujarat"
1355,Gujarat,MORBI,Morbi,363641,12.978832,77.820674,"Taluka. Morbi,MorbiMorbi363641Gujarat"
1356,Gujarat,SURENDRA NAGAR,Surendranagar,363530,22.561171,72.823343,"Village: Navagam (Chotila),SurendranagarSurendranagar363530Gujarat"
1357,Gujarat,VALSAD,Valsad,396001,26.590366,72.996649,"Village.Vashiyar, Taluka.Valsad,ValsadValsad396001Gujarat"
1358,Gujarat,BANAS KANTHA,Banaskantha,385210,25.555349,82.075768,"Taluka: Vadgam,BanaskanthaBanaskantha385210Gujarat"
1359,Gujarat,KACHCHH,Kutch,364150,13.031333,77.577256,"Taluka : Bhachau,KutchKutch364150Gujarat"
1360,Gujarat,SURAT,Surat,394540,22.926986,75.853478,"Taluka. Olpad,SuratSurat394540Gujarat"
1361,Gujarat,MEHSANA,Mehsana,384215,29.487813,76.620437,"Village : Brahmanwada,MehsanaMehsana384215Gujarat"
1362,Gujarat,BHAVNAGAR,Bhavnagar,364270,19.101038,73.976315,"Taluka : Palitana ,BhavnagarBhavnagar364270Gujarat"
1363,Gujarat,GANDHI NAGAR,Gandhinagar,382305,14.559986,77.10835,"Taluka.Dehgam,GandhinagarGandhinagar382305Gujarat"
1364,Gujarat,DEVBHUMI DWARKA,Devbhumi Dwarka,361305,22.342178,69.823303,"Village. Vadaliya Sinhan,Devbhumi DwarkaDevbhumi Dwarka361305Gujarat"
1365,Gujarat,ANAND,Anand,388250,31.738266,74.693657,"Village : Samarkha, Taluka : Anand,AnandAnand388250Gujarat"
1366,Gujarat,MORBI,Morbi,363641,27.291143,77.065906,"Village : Timbdi, Taluka : Morbi,MorbiMorbi363641Gujarat"
1367,Gujarat,KHEDA,Kheda,387620,13.382765,80.074257,"Taluka: Kapadvanj,KhedaKheda387620Gujarat"
1368,Gujarat,ARVALLI,Aravalli,383315,30.059582,76.4001706098758,AravalliAravalli383315Gujarat
1369,Gujarat,SABAR KANTHA,Sabarkantha,383305,22.339692,73.001434,"Village: Tajpur Camp, Taluka.Talod,SabarkanthaSabarkantha383305Gujarat"
1370,Gujarat,AHMEDABAD,Ahmedabad,382210,22.548944,72.969296,"Taluka : Viramgam,AhmedabadAhmedabad382210Gujarat"
1371,Gujarat,BANAS KANTHA,Banaskantha,385001,29.115741,77.4295647,"Esbipura, Palanpur,BanaskanthaBanaskantha385001Gujarat"
1372,Gujarat,MEHSANA,Mehsana,382705,16.7264006,82.2915243,"Village : Ganeshpura, Taluka - Kadi,MehsanaMehsana382705Gujarat"
1373,Gujarat,BHAVNAGAR,Bhavnagar,364290,20.6487,81.4578,"Village. Bhadrod,BhavnagarBhavnagar364290Gujarat"
1374,Gujarat,BHARUCH,Bharuch,392001,21.403466,71.154853,"Taluk. Bharuch,BharuchBharuch392001Gujarat"
1375,Gujarat,JAMNAGAR,Jamnagar,361004,22.8025031673778,75.2768097722137,"Village. Jamnagar, Taluka. Jamnagar,JamnagarJamnagar361004Gujarat"
1376,Gujarat,BANAS KANTHA,Banaskantha,385120,22.780785,70.904348,"(Old Survey No. 85 Paiki 1),BanaskanthaBanaskantha385120Gujarat"
1377,Gujarat,BANAS KANTHA,Banaskantha,385540,30.566035,75.88139,"Village: Aseda,Taluka: Deesa,BanaskanthaBanaskantha385540Gujarat"
1378,Gujarat,PATAN,Patan,385340,22.709894,72.600046,"Village. Radhanpur,PatanPatan385340Gujarat"
1379,Gujarat,SURENDRA NAGAR,Surendranagar,382130,26.867645,81.057626,"Village : Vaghada,Taluka : Dasada,SurendranagarSurendranagar382130Gujarat"
1380,Gujarat,GIR SOMNATH,Gir Somnath,362560,21.03758,71.4449,"Village. Samter, Talula. Una,Gir SomnathGir Somnath362560Gujarat"
1381,Gujarat,RAJKOT,Rajkot,360050,27.800433,75.3335970512213,"Village. Hadmatiya Khanda,RajkotRajkot360050Gujarat"
1382,Gujarat,SURAT,Surat,394601,20.631337,78.953414,"Village.Umrakh, Taluka.Bardoli,SuratSurat394601Gujarat"
1383,Gujarat,JUNAGADH,Junagadh,362227,20.632708,77.9424505772767,"Village. Sondarda, Taluka. Keshod,JunagadhJunagadh362227Gujarat"
1384,Gujarat,AMRELI,Amreli,365640,13.014204,77.709903,"Village. Dhari, Taluka. Dhari,AmreliAmreli365640Gujarat"
1385,Gujarat,SURENDRA NAGAR,SURENDRANAGAR,363310,10.172319,78.987497,"Taluka - DHRANGADHRA,SURENDRANAGARSURENDRANAGAR363310Gujarat"
1386,Gujarat,GANDHI NAGAR,Gandhinagar,382421,22.172254,76.860473,"(F.P No. 28, Sub Plot No. 1),GandhinagarGandhinagar382421Gujarat"
1387,Gujarat,JAMNAGAR,Jamnagar,361012,22.7968875,71.1943644,"Taluka. Jamnagar,JamnagarJamnagar361012Gujarat"
1388,Gujarat,BANAS KANTHA,Banaskantha,385410,10.252203,78.752331,"& 582 (Old Survey No.70),BanaskanthaBanaskantha385410Gujarat"
1389,Gujarat,SURAT,Surat,395007,13.967756,79.354718,Surat Sarsana RoadSuratSurat395007Gujarat
1390,Gujarat,VADODARA,Vadodara,390024,15.504917,80.030242,"Village Dabhasa,Taluka - Padra,VadodaraVadodara390024Gujarat"
1391,Gujarat,SURAT,Surat,394150,10.982442,78.077185,"Village. Sayan, Taluka. Olpad,SuratSurat394150Gujarat"
1392,Gujarat,AMRELI,"Taluka Zafrabad,",365540,16.8997,77.84675,"Village Vadhera,AmreliTaluka Zafrabad,365540Gujarat"
1393,Gujarat,RAJKOT,Rajkot,360006,21.473482,70.147548,"Village. Ronki, Taluka. Rajkot,RajkotRajkot360006Gujarat"
1394,Gujarat,AHMEDABAD,Ahmedabad,382220,23.152726,77.412199,"Taluka : Bavla ,AhmedabadAhmedabad382220Gujarat"
1395,Gujarat,BANAS KANTHA,Banaskantha,385575,9.387037,78.823088,(Old Survey No: 430 Paiki 3/Paiki 1)BanaskanthaBanaskantha385575Gujarat
1396,Gujarat,BANAS KANTHA,Banaskantha,385310,27.558842,81.721627,(Old Survey No: 121 Paiki 1/Paiki 2)BanaskanthaBanaskantha385310Gujarat
1397,Gujarat,PANCHMAHAL,Panchmahal,389001,11.245827,76.289022,"Village. Mahuliya, Taluka. Godhra,PanchmahalPanchmahal389001Gujarat"
1398,Gujarat,VADODARA,Vadodara,390011,22.038977,69.183768,"F.P. No. 288 Paiki,Village. Manjalpur,VadodaraVadodara390011Gujarat"
1399,Gujarat,BHAVNAGAR,Bhavnagar,364001,18.108456,78.782789,"Village. Bhavnagar Taluka. Bhavnagar,BhavnagarBhavnagar364001Gujarat"
1400,Gujarat,KHEDA,Kheda,387380,8.7357591,77.9333065,"Taluka: Vaso,KhedaKheda387380Gujarat"
1401,Gujarat,JUNAGADH,Junagadh,362001,26.117694,79.348862,"Village Junagadh City,JunagadhJunagadh362001Gujarat"
1402,Gujarat,AHMEDABAD,Ahmedabad,387810,25.098053,86.116392,"Taluka: Dholka,AhmedabadAhmedabad387810Gujarat"
1403,Gujarat,GANDHI NAGAR,Gandhinagar,382729,27.402493,80.137541,"Taluka. Kalol,GandhinagarGandhinagar382729Gujarat"
1404,Gujarat,MORBI,Morbi,363650,21.640938,81.714623,"Village Jabalpur,MorbiMorbi363650Gujarat"
1405,Gujarat,VADODARA,Vadodara,391240,15.466209,79.397721,"Village. Karjan, Taluka. Karjan,VadodaraVadodara391240Gujarat"
1406,Gujarat,VALSAD,Valsad,396051,20.464208,79.447544,"Village. Hanmatmal,Taluka. Dharampur,ValsadValsad396051Gujarat"
1407,Gujarat,BHARUCH,Bharuch,392140,18.233311,73.27911,"Taluka-Vagra,BharuchBharuch392140Gujarat"
1408,Gujarat,KACHCHH,Kutch,370625,27.762621,76.999405,"Village. Dolatpar, Taluka. Lakhpat,KutchKutch370625Gujarat"
1409,Gujarat,BANAS KANTHA,Banaskantha,385545,10.565728,78.780723,"Village. Vachhol, Taluka. Dhanera,(Old Survey No: 84 Paiki 2)BanaskanthaBanaskantha385545Gujarat"
1410,Gujarat,PATAN,Patan,384110,28.144566,75.36267,"Taluka. Patan,PatanPatan384110Gujarat"
1411,Gujarat,ANAND,Anand,388545,22.865484,70.969837,"Village : Kavitha, Taluka : Borsad,AnandAnand388545Gujarat"
1412,Gujarat,SURAT,Surat,394326,8.8887,77.45269,"Village. Khadsad, Taluka. Kamrej,SuratSurat394326Gujarat"
1413,Gujarat,SABAR KANTHA,Sabarkantha,383215,27.432381,77.589432,"Village. Gadhvad,SabarkanthaSabarkantha383215Gujarat"
1414,Gujarat,VADODARA,Vadodara,391310,8.9021272,77.3909164,"Village Karachiya,VadodaraVadodara391310Gujarat"
1415,Gujarat,KHEDA,Kheda,387635,24.78633,72.59515,"Village: Chhipadi, Taluka: Kathlal,KhedaKheda387635Gujarat"
1416,Gujarat,MORBI,Morbi,363670,25.592162,75.480102,"Village. Vadharva, Taluka. Maliya,MorbiMorbi363670Gujarat"
1417,Gujarat,KACHCHH,Kutch,370110,16.88675,78.42091,"Village Anjar,KutchKutch370110Gujarat"
1418,Gujarat,VADODARA,Vadodara,391115,22.6265096122552,76.8377678429222,"Village Kanjetha,VadodaraVadodara391115Gujarat"
1419,Gujarat,BANAS KANTHA,BANASKANTHA,385535,26.9303907222,76.5780289328,"PLOT NO. 10,11,12 &13,BANASKANTHABANASKANTHA385535Gujarat"
1420,Gujarat,SURAT,Surat,394540,28.328404,75.618094,"F.P. No. 67, O.P. No. 67,SuratSurat394540Gujarat"
1421,Gujarat,SURENDRA NAGAR,Surendranagar,363030,29.546909,77.582846,SurendranagarSurendranagar363030Gujarat
1422,Gujarat,SURAT,Surat,394101,27.634226,75.161956,"Village.  Mota Varachha, Taluka. Adajan,SuratSurat394101Gujarat"
1423,Gujarat,PATAN,Patan,384245,22.033534,69.875584,"Village. Sonar, Taluka. Sami,PatanPatan384245Gujarat"
1424,Gujarat,MORBI,Morbi,363642,17.07141,78.17769,"Village Jetpar,MorbiMorbi363642Gujarat"
1425,Gujarat,TAPI,Tapi,394380,22.536776,73.372456,"Taluka. Nizar,TapiTapi394380Gujarat"
1426,Gujarat,VALSAD,Valsad,396007,22.165278,69.361073,"Village Parnera,ValsadValsad396007Gujarat"
1427,Gujarat,BHARUCH,Bharuch,392150,13.032116,77.388961,"Village Jambusar,BharuchBharuch392150Gujarat"
1428,Gujarat,ARVALLI,Aravalli,383345,24.808237,72.525118,"Taluka. Malpur,AravalliAravalli383345Gujarat"
1429,Gujarat,SABAR KANTHA,Sabarkantha,383270,21.51051,73.640897,"Village Lambadiya,SabarkanthaSabarkantha383270Gujarat"
1430,Gujarat,KACHCHH,Kutch,370140,17.487206,78.217472,"Village Vondh,KutchKutch370140Gujarat"
1431,Gujarat,AHMEDABAD,Ahmedabad,382225,11.49082,78.27138,AhmedabadAhmedabad382225Gujarat
1432,Gujarat,RAJKOT,Rajkot,360003,27.046242,75.75908,"Village Rajkot City,RajkotRajkot360003Gujarat"
1433,Gujarat,NAVSARI,Navsari,396409,24.033034,71.430647,"Village – Alipor,NavsariNavsari396409Gujarat"
1434,Gujarat,BANAS KANTHA,Banaskantha,385001,28.107868,77.005022,"Taluka. Amirgadh,BanaskanthaBanaskantha385001Gujarat"
1435,Gujarat,PATAN,Patan,384265,25.935802,75.3639533,"Village Matarvadi,PatanPatan384265Gujarat"
1436,Gujarat,MORBI,Morbi,363630,26.488927,71.215749,"Village Khakhrechi,Morbi363630Gujarat"
1437,Gujarat,SURENDRA NAGAR,Surendranagar,363427,16.413208,74.008205,SurendranagarSurendranagar363427Gujarat
1438,Gujarat,AHMEDABAD,Ahmedabad,382170,10.556507,78.771676,AhmedabadAhmedabad382170Gujarat
1439,Gujarat,BANAS KANTHA,BANASKANTHA,385001,23.684607,71.621175,"VILLAGE SEJALPURA,BANASKANTHABANASKANTHA385001Gujarat"
1440,Gujarat,BANAS KANTHA,BANASKANTHA,385310,12.526293,75.976757,"(OLD SURVEY NO (130/ PAIKI 1),BANASKANTHABANASKANTHA385310Gujarat"
1441,Gujarat,AHMEDABAD,Ahmedabad,382260,27.901677,77.6993165970159,AhmedabadAhmedabad382260Gujarat
1442,Gujarat,VALSAD,Valsad,396375,12.780324,75.133772,"Village Dharasana,ValsadValsad396375Gujarat"
1443,Gujarat,JUNAGADH,Junagadh,362215,21.730895,71.973329,"Village Barvala,JunagadhJunagadh362215Gujarat"
1444,Gujarat,DAHOD,Dahod,389151,22.024373,87.972668,"Village Brahamkheda,DahodDahod389151Gujarat"
1445,Gujarat,BHAVNAGAR,Bhavnagar,364140,28.956178,77.6941452,"Village Talaja,BhavnagarBhavnagar364140Gujarat"
1446,Gujarat,Vadodara,Vadodara,391110,11.111998,76.95554,"Village Dabhoi,VadodaraVadodara391110Gujarat"
1447,Gujarat,SURAT,Panchmahal,388710,18.836933,76.8656001,"Village Moti Kantdi,Taluka Godhra,PanchmahalPanchmahal388710Gujarat"
1448,Gujarat,BHARUCH,Bharuch,393115,26.789333,82.47957,"Village  Rajpardi,BharuchBharuch393115Gujarat"
1449,Gujarat,RAJKOT,Rajkot,360490,23.0448079792266,75.9417789211792,"Village Upleta,RajkotRajkot360490Gujarat"
1450,Gujarat,SURAT, Surat,394160,14.824731,78.404252,"Village Rupan,Surat Surat394160Gujarat"
1451,Gujarat,MORBI,Morbi,363641,13.80299,75.708073,"Village Nava Sadulka,MorbiMorbi363641Gujarat"
1452,Gujarat,BOTAD,Botad,382450,22.418926,71.164963,"(Old Survey No. 227),Village Barwala,BotadBotad382450Gujarat"
1453,Gujarat,MEHSANA,Mehsana,384212,12.927258,79.881893,"Village. Motap,Taluka. Becharaji,MehsanaMehsana384212Gujarat"
1454,Gujarat,ARVALLI,Aravalli,383350,22.231765,71.180015,"Village Rellavad,AravalliAravalli383350Gujarat"
1455,Gujarat,BANAS KANTHA,BANASKANTHA,385310,12.469166,78.580317,(OLD SURVEY NUMBER : 8+13+14/1 PAIKI 1)BANASKANTHABANASKANTHA385310Gujarat
1456,Gujarat,ARVALLI,Aravalli,383355,15.823012,75.547297,"PAIKI 2 (Old survey No. 33 Paiki 1),AravalliAravalli383355Gujarat"
1457,Gujarat,BOTAD,Botad,360006,15.451297,75.657357,"Village. Botad City, Taluka. Botad,BotadBotad360006Gujarat"
1458,Gujarat,BANAS KANTHA,BANASKANTHA,385110,30.142689,74.213303,"VILLAGE PANCHHA,BANASKANTHABANASKANTHA385110Gujarat"
1459,Gujarat,GANDHI NAGAR,Gandhinagar,382305,13.183306,80.204255,"Taluka. Kalol,GandhinagarGandhinagar382305Gujarat"
1460,Gujarat,SURAT,Surat,394163,24.608275,73.816501,"Village Godsamba,SuratSurat394163Gujarat"
1461,Gujarat,MORBI,Morbi,363641,11.818273,78.624336,"Village. Timbdi, Taluka. Morbi,MorbiMorbi363641Gujarat"
1462,Gujarat,KACHCHH,Kutch,370001,26.026226,75.178186,"Taluka Bhuj,Village Mankuva,KutchKutch370001Gujarat"
1463,Gujarat,SURENDRA NAGAR,SURENDRANAGAR,363530,13.071155,77.393822,Taluka THANGADHSURENDRANAGARSURENDRANAGAR363530Gujarat
1464,Gujarat,Navsari,Navsari,396475,27.757203,71.670016,"Village Vesma,NavsariNavsari396475Gujarat"
1465,Gujarat,Mehsana,Mehsana,384210,11.90595,79.786383,"Village Chadasana,MehsanaMehsana384210Gujarat"
1466,Gujarat,Kheda,Kheda,387630,29.309582,77.283899,Village BhanerKhedaKheda387630Gujarat
1467,Gujarat,Anand,Anand,388205,23.206188,72.365434,"Village Bhalej,AnandAnand388205Gujarat"
1468,Gujarat,Jamnagar,Jamnagar,361010,23.35778,72.001178,"Plot No. 1,Village Zankhar,JamnagarJamnagar361010Gujarat"
1469,Gujarat,BANASKANTHA,BANASKANTHA,385310,15.728705,75.863086,(OLD SURVEY NUMBER 246 PAIKI 1)BANASKANTHABANASKANTHA385310Gujarat
1470,Haryana,KARNAL,Assandh,132039,28.910409,76.160414,"Village - Chochra, H04KarnalAssandh132039Haryana"
1471,Haryana,MAHENDRAGARH,Dhanaunda,123027,20.494324,83.119242,"Kila No 158//7min (4-6),MahendergarhDhanaunda123027Haryana"
